File name,Role type,Shengqiang,Banshi,Couplet line,Lyrics line,Start,End,Tones,1 section,,,2 section,,,3 section,,
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,s,儿的父为国家阵前命丧，,0,30,2542214244,儿的父,0,4,为国家,6,10,阵前命丧，,14,30
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,x,撇下了奴一人好不悲凉。,32,64,3432423412,撇下了,32,36,奴一人,38,42,好不悲凉。,46,64
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,s,奴这里只把那结婚思量，,65,99,2433342114,奴这里,65,69,只把那,71,75,结婚思量，,79,99
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,x,倒不如与伯党匹配鸾凰。,101,135,3423233422,倒不如,101,105,与伯党,107,111,匹配鸾凰。,115,135
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,s,清早起我和他一度商量，,137,167,1333212414,清早起,137,141,我和他,143,147,一度商量，,151,167
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,x,不想到狠心郎一味猖狂。,169,195,4343122412,不想到,169,173,狠心郎,175,179,一味猖狂。,183,195
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,s,奴本当把关印付他执掌，,197,227,2313144123,奴本当,197,201,把关印,203,207,付他执掌，,211,227
daxp-ErDeFu-HongNiGuan.xml,dan,xipi,manban,x,又恐怕众将官说短论长。,229,253,4344411343,又恐怕,229,233,众将官,235,238.5,说短论长。,239,253
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,耳听得悲声惨心中如捣，,12,19.5,3121131123,耳听得,12,14,悲声惨,14.5,16.5,心中如捣，,17,19.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,同遇人为什么这样嚎啕。,20.5,28.5,2424254422,同遇人,20.5,22.5,为什么,23.5,25.5,这样嚎啕。,26,28.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,莫不是夫郎丑难谐女貌，,29.5,37,4241232234,莫不是,29.5,31.5,夫郎丑,32.5,34.5,难谐女貌，,35,37
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,莫不是强婚配鸦占鸾巢。,38,47,4242141422,莫不是,38,40.5,强婚配,41,44.5,鸦占鸾巢。,45,47
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,叫梅香你把那好言相告，,47.5,55.5,4213343214,叫梅香,47.5,49.5,你把那,50.5,52,好言相告，,53,55.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,问那厢因何故痛哭无聊？,56,66.5,4411244122,问那厢,56,57.5,因何故,58,61.5,痛哭无聊？,62,66.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,梅香说话好颠倒，,90,94.5,2114313,梅香,90,91,说话,92,92.5,好颠倒，,93,94.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,不该人前乱解嘲。,95,99.5,4122432,不该,95,95.5,人前,96,96.5,乱解嘲。,97.5,99.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,怜贫济困是正道，,100.5,105,2244444,怜贫,100.5,101.5,济困,102,102.5,是正道，,103,105
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,哪有个袖手旁观在壁上瞧。,105.5,117,33443214442,哪有个,105.5,106.5,袖手旁,107,110.5,观在壁上瞧。,111,117
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,蠢才问话太潦草，,182,188.5,3244433,蠢才,182,183,问话,184.5,185.5,太潦草，,186,188.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,难免怀疑在心梢。,189,193.5,2322411,难免,189,189.75,怀疑,190,190.5,在心梢。,191.5,193.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,你不该人前逞骄傲，,194,200.5,34122314,你不该,194,195,人前,196.5,197.5,逞骄傲，,198,200.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,不该词费又滔滔。,201.5,207,4124411,不该,201.5,202.5,词费,203,204.75,又滔滔。,205,207
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,休要噪且站了，,208,211,144343,休要噪,208,209.75,,,,且站了，,210,211
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,薛良与我去问一遭。,213.5,223,12334441,薛良,213.5,215.5,与我去,216,219.5,问一遭。,220,223
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,听薛良一语来相告，,314,321.5,11243214,听薛良,314,316.5,一语,317.5,318.5,来相告，,319,321.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,满腹骄矜顿雪潇。,322,326.5,3411431,满腹,322,322.5,骄矜,323,323.5,顿雪潇。,324.5,326.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,人情冷暖凭空造，,327.5,332,2233214,人情,327.5,328.5,冷暖,329,329.5,凭空造，,330.5,332
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,谁能移动它半分毫。,332.5,338.5,22241412,谁能,332.5,333.5,移动它,334,335.75,半分毫。,336,338.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,我正不足她正少，,339.5,344.5,3442143,我正,339.5,340.5,不足,341,341.5,她正少，,342.5,344.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,她为饥寒我为骄。,345,349.75,1412341,她为,345,345.5,饥寒,346,346.5,我为骄。,347.5,349.75
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,分我一枝珊瑚宝，,350,353.5,1341123,分我,350,350.5,一枝,351,351.5,珊瑚宝，,352,353.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,安她半世凤凰剿。,354,358,1144423,安她,354,354.5,半世,355,355.5,凤凰剿。,356.5,358
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,忙把梅香低声叫，,358.5,379,2321114,忙把,358.5,359.5,梅香,360,363.5,低声叫，,364,379
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,莫把姓名你信口哓。,396.5,405,43423431,莫把,396.5,397.5,姓名,398,400,你信口哓。,401,405
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,这都是神话凭空造，,426,433.5,41424214,这都是,426,428.5,神话,429.5,430.5,凭空造，,431,433.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,自把珠玉夸富豪。,434,438.5,4314142,自把,434,434.5,珠玉,435,435.5,夸富豪。,436.5,438.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,麟儿哪有神送到，,439.5,444.5,2533244,麟儿,439.5,440.5,哪有,441,442,神送到，,442.5,444.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,积德才生玉树苗。,445,449.5,1221442,积德,445,445.75,才生,446,446.5,玉树苗。,447.5,449.5
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,s,小小囊儿何足道，,450.5,456,3325224,小小,450.5,451.5,囊儿,452,453.5,何足道，,454,456
daxp-ErTingDe-SuoLinNang.xml,dan,xipi,liushui,x,救她饥渴胜琼瑶。,456.5,466,4113422,救她,456.5,457.5,饥渴,458,461,胜琼瑶。,462,466
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,非是我嘱咐叮咛把话讲，,10,19,1433412343,非是我,10,12,嘱咐叮咛,13.5,16.75,把话讲，,17,19
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,只怪你呆头呆脑慌慌张张。,19.5,25,34312131111,只怪你,19.5,20.75,呆头呆脑,21,22.75,慌慌张张。,23,25
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,今夜晚非比那西厢待月、你懂提防、莫轻狂，,26,41,14313411443312412,今夜晚,26,28,非比那西厢待月、你懂提防、,29.5,37,莫轻狂，,39,41
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,关系你患难鸳鸯永宿在池塘。,43,57,143441134422,关系你,43,45,患难鸳鸯,47,52.5,永宿在池塘。,53,57
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,已然错请生波浪，,59,66,3243114,已然,59,59.75,错请,60,61,生波浪，,63,66
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,怎能够粗心大意你再荒唐。,67,77,32411443412,怎能够,67,70,粗心大,71,73,意你再荒唐。,74,77
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,鼓打二更准时往，,78.5,84,3341323,鼓打,78.5,79.5,二更,80,81,准时往，,82.5,84
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,桃花村口莫彷徨。,85,89,2113422,桃花,85,85.75,村口,86,86.5,莫彷徨。,87,89
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,你不要高声不要嚷，,90.5,98,32411243,你不要,90.5,92.5,高声,93,94.75,不要嚷，,95,98
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,你必须眼观六路耳听八方。,99,106,34131443111,你必须,99,101,眼观六路,102,103.5,耳听八方。,104,106
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,不但要仔细听、还要仔细想，,107.5,113,24434124343,不但要,107.5,108.5,仔细听、,109,110,还要仔细想，,111,113
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,是不是有人拍巴掌。,113.5,118,42432113,是不是,113.5,114.5,有人,115,115.5,拍巴掌。,116,118
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,响一声你就还一掌，,120,126,34134243,响一声,120,122,你就,123,123.5,还一掌，,124,126
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,响两声你就凑近身旁。,128,134,331344412,响两声,128,130,你就,131,131.5,凑近身旁。,132,134
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,倘若是你响她也响，,134.5,140,34433133,倘若是,134.5,135.5,你响,136,137.5,她也响，,138,140
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,那就是来了我西厢带路的小红娘。,140.5,156,44423311445322,那就是,140.5,141.5,来了我西厢带路的,142,153.5,小红娘。,154,156
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,s,你把我当做诸葛亮，,156.5,161,33314134,你把我,156.5,157.5,当做,158,158.5,诸葛亮，,159.5,161
daxp-FeiShiWo-TaoHuaCun.xml,dan,xipi,liushui,x,听我的号令上战场。,161.5,170,13544443,听我的,161.5,162.5,号令,163,166.5,上战场。,167,170
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,s,观世音满月面珠开妙相，,8,16,1413441144,观世音,8,10,满月面,11.5,13,珠开妙相，,14,16
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,x,有善才和龙女站立两厢；,17.5,25,3422234431,有善才,17.5,19,和龙女,20.5,22.75,站立两厢；,23,25
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,s,菩提树薝卜花千枝掩映，,26.5,34,2241311134,菩提树,26.5,28,薝卜花,29.5,31,千枝掩映，,32,34
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,x,白鹦鹉与仙鸟在灵岩神巘上下飞翔；,35,43,213313422234412,白鹦鹉,35,36,与仙鸟,37,38,在灵岩神𪩘上下飞翔；,38.75,43
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,s,绿柳枝酒甘露三千界上，,44.5,52,4313141144,绿柳枝,44.5,46,酒甘露,47.5,49.5,三千界上，,50,52
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,x,好似我散天花就纷落十方；,53.5,61,34341141421,好似我,53.5,56.5,散天花,56.5,58,就纷落十方；,58.75,61
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,liushui,s,满眼中清妙景灵光万丈，,62,102,2311432144,满眼中,62,64,清妙景,65,68,灵光万丈，,72,102
daxp-GuanShiYin-TianNvSanHua.musicxml,dan,xipi,sanban,x,催祥云驾瑞彩速赴佛场。,111,160,1224434423,催祥云,111,128,驾瑞彩,134,141.5,速赴佛场。,145,160
daxp-JiaoZhangSheng-HongNiang.musicxml,dan,xipi,liushui,s,叫张生隐藏在棋盘之下，,3,11,4113242214,叫张生,3,5,隐藏在,6.5,8.5,棋盘之下，,9,11
daxp-JiaoZhangSheng-HongNiang.musicxml,dan,xipi,liushui,x,我步步行来你步步爬。,11.5,16,344223442,我步步,11.5,12.75,行来,13,14,你步步爬。,14.5,16
daxp-JiaoZhangSheng-HongNiang.musicxml,dan,xipi,liushui,s,放大胆忍气吞声休害怕，,17,26,4443411144,放大胆,17,19,忍气吞,20,23,声休害怕，,23.5,26
daxp-JiaoZhangSheng-HongNiang.musicxml,dan,xipi,liushui,x,这件事倒叫我心乱如麻。,26.5,32.5,4444431422,这件事,26.5,27.5,倒叫我,28,29,心乱如麻。,30,32.5
daxp-JiaoZhangSheng-HongNiang.musicxml,dan,xipi,liushui,s,这也算是一段风流佳话，,33.5,41,4344241214,这也算,33.5,35,是一段,36.5,38.5,风流佳话，,39,41
daxp-JiaoZhangSheng-HongNiang.musicxml,dan,xipi,liushui,x,听号令且莫要惊动了她。,42,51,1443441431,听号令,42,44.5,且莫要,45,48.5,惊动了她。,49,51
daxp-LaoDieDie-DaYuShaJia-1.xml,dan,xipi,yuanban,s,老爹爹清晨起前去出首，,30,57,3111232412,老爹爹,30,34,清晨起,36,39.5,前去出首，,44,57
daxp-LaoDieDie-DaYuShaJia-1.xml,dan,xipi,yuanban,x,到叫我桂英儿挂在心头；,90,111,4434154412,到叫我,90,94,桂英儿,96,99.5,挂在心头；,100,111
daxp-LaoDieDie-DaYuShaJia-1.xml,dan,xipi,yuanban,s,将身儿坐至在草堂等候，,138,165,3154443234,将身儿,138,142,坐至在,144,147.5,草堂等候，,152,165
daxp-LaoDieDie-DaYuShaJia-1.xml,dan,xipi,yuanban,x,等候了爹爹回细问根由。,198,219,3431124412,等候了,198,202,爹爹回,204,207.5,细问根由。,208,219
daxp-LaoDieDie-DaYuShaJia-2.xml,dan,xipi,yuanban,s,老爹爹清晨起前去出首，,22,49,3111232413,老爹爹,22,26.5,清晨起,28,31.5,前去出首，,36,49
daxp-LaoDieDie-DaYuShaJia-2.xml,dan,xipi,yuanban,x,倒叫我桂英儿挂在心头。,74,95,3434124412,倒叫我,74,78.5,桂英儿,80,83.5,挂在心头。,84,95
daxp-LaoDieDie-DaYuShaJia-2.xml,dan,xipi,yuanban,s,将身儿坐至在草堂等候，,114,141,3154443234,将身儿,114,118,坐至在,120,123.75,草堂等候，,128,141
daxp-LaoDieDie-DaYuShaJia-2.xml,dan,xipi,yuanban,x,等候了爹爹回细问根由。,166,186,3431124412,等候了,166,170.5,爹爹回,172,175.5,细问根由。,176,186
daxp-LaoDieDie-SanJiZhang-1.xml,dan,xipi,manban,s,老爹爹请息（呀）怒容儿细讲，,6,33,3113142243,老爹爹,6,10,请息（呀）怒,12,15.75,容儿细讲，,20,33
daxp-LaoDieDie-SanJiZhang-1.xml,dan,xipi,manban,x,我立志不嫁那状元才郎。,58,89,3442444222,我立志,58,62.25,不嫁那,64,67.75,状元才郎。,72,89
daxp-LaoDieDie-SanJiZhang-1.xml,dan,xipi,manban,s,父休笑薛平贵是花郎模样，,110,128.25,41412441224,父休笑,110,114.25,薛平贵是,116,119.75,花郎模样，,120,128.25
daxp-LaoDieDie-SanJiZhang-1.xml,dan,xipi,manban,x,贫穷人得了志比富还强。,130,152,2222343422,贫穷人,130,134.25,得了志,136,139.75,比富还强。,140,152
daxp-LaoDieDie-SanJiZhang-2.xml,dan,xipi,manban,s,老爹爹请息怒容儿细讲，,30,60,3113142243,老爹爹,30,34,请息怒,36,39.75,容儿细讲，,44,60
daxp-LaoDieDie-SanJiZhang-2.xml,dan,xipi,manban,x,儿命苦怎配着状元才郎？,86,121,2433424222,儿命苦,86,90,怎配着,92,95.75,状元才郎？,100,121
daxp-LaoDieDie-SanJiZhang-2.xml,dan,xipi,manban,s,父道那薛平贵是那化郎模样，,150,188.5,444124444224,父道那,150,154,薛平贵,156,172,是那化郎模样，,179.5,188.5
daxp-LaoDieDie-SanJiZhang-2.xml,dan,xipi,manban,x,这样人得了志比父还强。,190,210,4422343422,这样人,190,194,得了志,196,199.75,比父还强。,200,210
daxp-LaoDieDie-YuZhouFeng.xml,dan,xipi,yuanban,s,老爹爹发恩德将本修上，,30,56,3111121314,老爹爹,30,34.5,发恩德,36,39.5,将本修上，,44,56
daxp-LaoDieDie-YuZhouFeng.xml,dan,xipi,yuanban,x,明早朝上金殿面奏吾皇。,90,112,2324144422,明早朝,90,94.5,上金殿,96,99.5,面奏吾皇。,100,112
daxp-LaoDieDie-YuZhouFeng.xml,dan,xipi,yuanban,s,倘若是有道君皇恩浩荡，,142,164,3443412144,倘若是,142,146,有道君,148,151.5,皇恩浩荡，,156,164
daxp-LaoDieDie-YuZhouFeng.xml,dan,xipi,yuanban,x,观此本免了儿一门祸殃。,166,187,1333324241,观此本,166,170,免了儿,172,175.5,一门祸殃。,176,187
daxp-LaoDieDie-YuZhouFeng.xml,dan,xipi,sanban,s,老爹爹在朝中官高爵显，,201,214,3114211123,老爹爹,201,203,在朝中,204,207,官高爵显，,210,214
daxp-LaoDieDie-YuZhouFeng.xml,dan,xipi,sanban,x,却为何贪富贵不顾羞惭。,219,238,4421442412,却为何,219,221,贪富贵,222,225,不顾羞惭。,228,238
daxp-MengJunZi-ChunQiuPei-1.xml,dan,xipi,yuanban,s,蒙君子至殷勤再三问话，,22,53,2134124144,蒙君子,22,26.5,至殷勤,28,31.5,再三问话，,36,53
daxp-MengJunZi-ChunQiuPei-1.xml,dan,xipi,yuanban,x,虽然是男女别不得不答。,86,109,1242324242,虽然是,86,90.5,男女别,92,95.5,不得不答。,96,109
daxp-MengJunZi-ChunQiuPei-1.xml,dan,xipi,yuanban,s,家住在罗郡城魁星楼下，,138,165,1442422124,家住在,138,142.5,罗郡城,144,147.5,魁星楼下，,152,165
daxp-MengJunZi-ChunQiuPei-1.xml,dan,xipi,yuanban,x,我的父名姜绍贸易天涯。,190,211,3542144412,我的父,190,194.5,名姜绍,196,199.5,贸易天涯。,200,211
daxp-MengJunZi-ChunQiuPei-1.xml,dan,xipi,yuanban,s,在家中受不过继母拷打，,230,252,4114244333,在家中,230,234.5,受不过,236,239.75,继母拷打，,244,252
daxp-MengJunZi-ChunQiuPei-1.xml,dan,xipi,yuanban,x,莫奈何到荒郊我就来捡芦花。,254,273,442411342321,莫奈何,254,258.5,到荒郊我就,260,"263,875",来捡芦花。,264,273
daxp-MengJunZi-ChunQiuPei-2.xml,dan,xipi,yuanban,s,蒙君子至诚心再三问话，,22,52,2134214144,蒙君子,22,26,至诚心,28,31.5,再三问话，,36,52
daxp-MengJunZi-ChunQiuPei-2.xml,dan,xipi,yuanban,x,虽然是不相识我就不得不答。,86,108,124412344242,虽然是,86,90,不相识我就,92,95.5,不得不答。,96,108
daxp-MengJunZi-ChunQiuPei-2.xml,dan,xipi,yuanban,s,家住在罗郡城魁星楼下，,138,164,1442422124,家住在,138,142,罗郡城,144,147.5,魁星楼下，,152,164
daxp-MengJunZi-ChunQiuPei-2.xml,dan,xipi,yuanban,x,我爹爹名姜绍贸易天涯。,190,212,3112144412,我爹爹,190,194,名姜绍,196,199.5,贸易天涯。,200,212
daxp-MengJunZi-ChunQiuPei-2.xml,dan,xipi,yuanban,s,身有病还受那继母拷打，,242,260.5,1342444333,身有病,242,246,还受那,248,250.5,继母拷打，,252,260.5
daxp-MengJunZi-ChunQiuPei-2.xml,dan,xipi,yuanban,x,因此上到郊外来捡芦花（呀）。,262,283,1344142321,因此上,262,266,到郊外,268,271.5,来捡芦花（呀）。,272,283
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,s,猛听得金鼓响画角声震，,8,16,3121334314,猛听得,8,10,金鼓响,11.5,13,画角声震，,14,16
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,x,唤起我破天门状志凌云。,17.5,25,4334124422,唤起我,17.5,19,破天门,20.5,22.5,状志凌云。,23,25
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,s,想当年桃花马上威风凛凛，,26,34,31221341133,想当年,26,28,桃花马上,30,31.5,威风凛凛，,32,34
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,x,敌血飞溅石榴裙。,35,39,2414252,敌血,35,35.75,飞溅,36,36.5,石榴裙。,37.5,39
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,s,有生之日责当尽，,40.5,46,3114213,有生,40.5,41.5,之日,42,43,责当尽，,44,46
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,x,寸土怎能够属于他人。,46.5,52,433243212,寸土怎,46.5,48,能够,49,49.75,属于他人。,50,52
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,s,番王小丑何足论，,53,56,1233224,番王,53,53.5,小丑,54,54.5,何足论，,55,56
daxp-MengTingDe-MuiGuiYingGuaShuai.xml,dan,xipi,liushui,x,我一剑能挡百万兵。,56.5,70,32423341,我一剑,56.5,57.5,能挡,58,60,百万兵。,61,70
daxp-MuQinBu-FengHuanChao.xml,dan,xipi,liushui,s,母亲不必心太偏，,12,18,3124141,母亲,12,13,不必,14.5,15.5,心太偏，,16,18
daxp-MuQinBu-FengHuanChao.xml,dan,xipi,liushui,x,女儿言来听根源。,19.5,25,3222112,女儿,19.5,20.5,言来,21,22,听根源。,23.5,25
daxp-MuQinBu-FengHuanChao.xml,dan,xipi,liushui,s,自古常言道得好，,26.5,32.5,4322423,自古,26.5,27.5,常言,28,29.5,道得好，,30,32.5
daxp-MuQinBu-FengHuanChao.xml,dan,xipi,liushui,x,女儿清白最为先。,33,37,3212421,女儿,33,33.75,清白,34,34.5,最为先。,35.5,37
daxp-MuQinBu-FengHuanChao.xml,dan,xipi,liushui,s,人生不知顾脸面，,38.5,44,2141434,人生,38.5,39.5,不知,40,41,顾脸面，,42,44
daxp-MuQinBu-FengHuanChao.xml,dan,xipi,liushui,x,活在世上也枉然。,44.5,53,2444332,活在,44.5,45.5,世上,46,48,也枉然。,50,53
daxp-NiDeFu-FenHeWan.xml,dan,xipi,yuanban,s,你的父去投军无音信，,32,58,354421214,你的父,32,36.5,去投军,38,41.5,无音信，,46,58
daxp-NiDeFu-FenHeWan.xml,dan,xipi,yuanban,x,全仗你打雁养娘亲，,88,108,24334321,全仗你,88,92.5,打雁,94,97.5,养娘亲，,98,108
daxp-NiDeFu-FenHeWan.xml,dan,xipi,yuanban,s,把弓带和鱼镖与儿带定，,136,158.5,3142213244,把弓带,136,140.5,和鱼镖,142,145.5,与儿带定，,150,158.5
daxp-NiDeFu-FenHeWan.xml,dan,xipi,yuanban,x,不等到日落及早回程。,160,184,434442322,不等到,160,164.5,日落,166,169.5,及早回程。,170,184
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,manban,s,谯楼上二更鼓声声送听，,30,60,1244131141,谯楼上,30,34.5,二更鼓,36,39.5,声声送听，,44,60
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,manban,x,父子们去采药未见回程。,86,121,4354344422,父子们,86,90.25,去采药,92,95.5,未见回程。,100,121
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,manban,s,对孤灯思远道心神不定，,150,168.25,4111341224,对孤灯,150,154.25,思远道,156,159,心神不定，,160,168.25
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,manban,x,不知他在荒山何处安身。,170,196,4114112411,不知他,170,174.25,在荒山,176,179.75,何处安身。,180,196
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,s,到三更真个是月明人静，,246,268.5,4111444224,到三更,246,250.5,真个是,252,255.5,月明人静，,260,268.5
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,x,猛听得窗儿外似有人行。,270,292,3121544322,猛听得,270,274.5,窗儿外,276,278.5,似有人行。,280,292
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,s,忙移步隔花荫留神听定，,322,356,2242112214,忙移步,322,326.5,隔花荫,328,331.5,留神听定，,336,356
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,x,原来是秋风起扫叶之声。,382,405,2241133411,原来是,382,386.5,秋风起,388,391.5,扫叶之声。,392,405
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,s,听画鼓报四更愈添凄冷，,434,456.5,1434414113,听画鼓,434,438.5,报四更,440,443.5,愈添凄冷，,448,456.5
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,x,看娇儿正酣睡恐被风侵。,458,480,4124143411,看娇儿,458,462.5,正酣睡,464,467.5,恐被风侵。,468,480
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,yuanban,s,我不免引寒机伴奴坐等，,526,557,3433214243,我不免,526,530.5,引寒机,532,544,伴奴坐等，,552,557
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,erliu,x,又思来又想去越不安宁。,559,574,4124344412,又思来,559,563.25,又想去,565,567.75,越不安宁。,568,574
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,erliu,s,数更等交五鼓空房愈冷，,577,590.25,4131331243,数更等,577,580.75,交五鼓,583,585.75,空房愈冷，,586,590.25
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,erliu,x,果然是晓鸡唱天已黎明。,591,608,3243141322,果然是,591,595.25,晓鸡唱,597,599.5,天已黎明。,600,608
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,erliu,s,我不免唤琏儿到街前探问，,609,627,34343541244,我不免,609,611.25,唤琏儿,612,618,到街前探问，,619.5,627
daxp-QiaoLouShang-HuangShanLei.xml,dan,xipi,erliu,x,你爹爹到如今未转家门。,639,650,3114214312,你爹爹,639,641.5,到如今,642,644.5,未转家门。,645,650
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,s,苏三离了洪洞县，,8,14,1123244,苏三,8,9,离了,10.5,11.5,洪洞县，,12,14
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,x,将身来在大街前。,15.5,21,3124412,将身,15.5,16.5,来在,17,19,大街前。,19.5,21
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,s,未曾开言心内惨，,22.5,28,4212143,未曾,22.5,23.5,开言,24,25.5,心内惨，,26,28
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,x,过往的君子听我言。,"28,625",33,43515132,过往的,"28,625",29.5,君子,30,31,听我言。,31.5,33
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,s,哪一位去往南京转，,34.5,40,32443213,哪一位,34.5,35.5,去往,36,37,南京转，,38,40
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,x,与我那三郎把信传。,40.75,45,33412342,与我那,40.75,41.5,三郎,42,43,把信传。,43.5,45
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,s,言说苏三把命断，,46,49,2111344,言说,46,46.5,苏三,47,47.5,把命断，,48,49
daxp-SuSanLi-NvQiJie.xml,dan,xipi,liushui,x,来生变犬马我当报还！,49.5,61,214333142,来生变,49.5,50.5,犬马,51,53,我当报还！,54,61
daxp-TingTaYan-ZuoGong.xml,dan,xipi,liushui,s,听他言吓得我浑身是汗，,10,18.5,1124232144,听他言,10,12,吓得我,13.5,15.5,浑身是汗，,16,18.5
